x (nm),y (nm),zpen (mm),Force (N),Freq Shift (Hz)
12.74453,-47.6992,-3.391,0.705,-2.813
12.75353,-47.7042,-3.31,0.799,-2.811
12.76153,-47.7112,-3.2,0.855,-2.813
12.77453,-47.7192,-3.074,0.887,-2.816
12.78153,-47.7222,-3.08,0.83,-2.811
12.79153,-47.7232,-3.163,0.794,-2.809
12.79753,-47.7232,-3.146,0.907,-2.815
12.79953,-47.7252,-3.085,0.931,-2.822
12.80253,-47.7282,-3.164,0.82,-2.823
12.80753,-47.7312,-3.414,0.723,-2.819
12.82153,-47.7352,-3.612,0.764,-2.815
12.82953,-47.7382,-3.577,0.852,-2.813
12.83953,-47.7422,-3.433,0.898,-2.809
12.84653,-47.7472,-3.388,0.946,-2.812
12.85653,-47.7542,-3.282,0.985,-2.808
12.86653,-47.7582,-3.294,0.947,-2.81
12.87953,-47.7632,-3.28,1.017,-2.811
12.89353,-47.7702,-3.267,0.966,-2.814
12.91153,-47.7782,-3.255,0.945,-2.817
12.92453,-47.7822,-3.282,0.886,-2.815
12.93253,-47.7862,-3.361,0.836,-2.817
12.93953,-47.7892,-3.388,0.879,-2.818
12.94853,-47.7962,-3.401,0.833,-2.817
12.95453,-47.7992,-3.387,0.803,-2.812
12.95753,-47.8032,-3.384,0.817,-2.814
12.95853,-47.8072,-3.282,0.905,-2.814
12.95853,-47.8122,-3.243,0.848,-2.815
12.96053,-47.8162,-3.271,0.868,-2.811
12.96453,-47.8232,-3.264,0.84,-2.816
12.96953,-47.8292,-3.235,0.929,-2.816
12.97753,-47.8372,-3.265,0.815,-2.82
12.98353,-47.8412,-3.34,0.845,-2.821
12.98653,-47.8482,-3.5,0.801,-2.826
12.98753,-47.8512,-3.59,0.808,-2.821
12.98753,-47.8552,-3.702,0.722,-2.819
12.98653,-47.8572,-3.74,0.845,-2.818
12.98653,-47.8602,-3.695,0.871,-2.822
12.98953,-47.8642,-3.665,0.896,-2.818
12.99753,-47.8662,-3.734,0.834,-2.817
12.99953,-47.8672,-3.697,0.904,-2.815
13.00153,-47.8682,-3.677,0.929,-2.819
13.00353,-47.8692,-3.651,0.969,-2.821
13.00453,-47.8712,-3.704,0.887,-2.822
13.00653,-47.8722,-3.752,0.85,-2.821
13.00753,-47.8732,-3.763,0.829,-2.82
13.01053,-47.8742,-3.758,0.887,-2.815
13.01653,-47.8782,-3.739,0.881,-2.814
13.01953,-47.8822,-3.682,0.985,-2.813
13.02053,-47.8882,-3.596,0.987,-2.821
13.02353,-47.8942,-3.552,0.998,-2.822
13.02753,-47.8982,-3.716,0.851,-2.829
13.03053,-47.9002,-3.759,0.834,-2.819
13.04253,-47.9062,-4.019,0.752,-2.823
13.04953,-47.9092,-3.873,0.925,-2.818
13.05353,-47.9162,-3.86,0.836,-2.822
13.05853,-47.9232,-3.816,0.943,-2.819
13.06053,-47.9282,-3.829,0.844,-2.818
13.06253,-47.9352,-3.816,0.909,-2.822
13.06253,-47.9392,-3.75,0.938,-2.822
13.06453,-47.9432,-3.836,0.853,-2.826
13.06653,-47.9452,-3.842,0.86,-2.828
13.06853,-47.9472,-3.885,0.769,-2.832
13.06853,-47.9542,-4.073,0.784,-2.836
13.06753,-47.9602,-4.245,0.746,-2.831
13.06653,-47.9672,-4.418,0.71,-2.829
13.06553,-47.9732,-4.464,0.822,-2.83
13.06553,-47.9812,-4.393,0.87,-2.835
13.06753,-47.9852,-4.385,0.826,-2.839
13.07253,-47.9922,-4.525,0.771,-2.836
13.08153,-48.0082,-4.963,0.811,-2.839
13.08453,-48.0142,-4.982,0.882,-2.838
13.09153,-48.0202,-4.915,0.797,-2.841
13.09853,-48.0222,-4.921,0.735,-2.837
13.10153,-48.0242,-4.965,0.757,-2.843
13.10253,-48.0262,-4.955,0.833,-2.845
13.10553,-48.0322,-5.086,0.755,-2.849
13.11453,-48.0362,-5.268,0.755,-2.852
13.13453,-48.0392,-5.429,0,-2.858
13.14253,-48.0422,-5.499,0.651,-2.86
13.14953,-48.0452,-5.756,0.595,-2.859
13.15453,-48.0482,-6.143,0.671,-2.861
13.15453,-48.0512,-6.208,0.715,-2.867
13.15653,-48.0542,-6.178,0.653,-2.872
13.16053,-48.0582,-6.282,0.536,-2.871
13.16253,-48.0592,-6.529,0.537,-2.874
13.16553,-48.0622,-6.841,0.62,-2.875
13.17253,-48.0662,-6.918,0.562,-2.88
13.17953,-48.0682,-6.962,0.564,-2.883
13.18553,-48.0702,-7.064,0.472,-2.895
13.19253,-48.0722,-7.409,0.531,-2.893
13.19753,-48.0712,-7.724,0.331,-2.89
13.20353,-48.0732,-8.188,0.545,-2.884
13.20653,-48.0722,-8.267,0.626,-2.89
13.21253,-48.0752,-7.957,0.666,-2.897
13.22053,-48.0792,-8.099,0.582,-2.896
13.22753,-48.0792,-8.454,0.533,-2.898
13.23453,-48.0812,-8.729,0.638,-2.899
13.24753,-48.0862,-8.753,0.584,-2.904
13.25853,-48.0892,-8.771,0.564,-2.905
13.26453,-48.0912,-8.923,0.509,-2.906
13.27053,-48.0972,-9.207,0.581,-2.904
13.27853,-48.1012,-9.339,0.585,-2.909
13.28753,-48.1032,-9.346,0.622,-2.908
13.29953,-48.1072,-9.397,0.529,-2.913
13.30753,-48.1142,-9.553,0.606,-2.912
13.31253,-48.1212,-9.825,0.588,-2.915
13.31953,-48.1272,-9.975,0.637,-2.923
13.32353,-48.1302,-10.054,0.594,-2.921
13.32653,-48.1362,-10.265,0.476,-2.93
13.32853,-48.1432,-10.608,0.639,-2.932
13.32953,-48.1482,-10.983,0.545,-2.93
13.33353,-48.1522,-11.143,0.54,-2.928
13.33753,-48.1542,-11.188,0.59,-2.922
13.34253,-48.1552,-11.172,0.629,-2.931
13.35253,-48.1582,-11.054,0.726,-2.93
13.35853,-48.1612,-11.134,0.568,-2.93
13.35953,-48.1592,-11.279,0.613,-2.928
13.36053,-48.1582,-11.31,0.627,-2.927
13.36253,-48.1602,-11.29,0.678,-2.931
13.36853,-48.1642,-11.272,0.696,-2.931
13.37853,-48.1712,-11.403,0.651,-2.933
13.38553,-48.1732,-11.487,0.673,-2.929
13.39253,-48.1762,-11.532,0.638,-2.93
13.39653,-48.1772,-11.539,0.731,-2.927
13.39953,-48.1792,-11.534,0.717,-2.933
13.40153,-48.1822,-11.516,0.771,-2.93
13.40653,-48.1902,-11.731,0.703,-2.93
13.41053,-48.1922,-11.754,0.766,-2.923
13.41353,-48.1932,-11.722,0.776,-2.923
13.41853,-48.1962,-11.626,0.922,-2.92
13.42653,-48.2022,-11.501,0.882,-2.922
13.43053,-48.2062,-11.471,0.95,-2.921
13.43153,-48.2132,-11.488,0.906,-2.923
13.43453,-48.2182,-11.449,0.908,-2.918
13.43953,-48.2232,-11.448,0.873,-2.918
13.44253,-48.2272,-11.414,0.968,-2.917
13.44553,-48.2352,-11.344,0.957,-2.91
13.44753,-48.2402,-11.316,0.965,-2.909
13.45153,-48.2462,-11.135,1.073,-2.906
13.45753,-48.2572,-10.957,1.059,-2.907
13.46253,-48.2612,-10.922,1.11,-2.907
13.46553,-48.2652,-10.903,1.096,-2.907
13.46953,-48.2782,-10.832,1.076,-2.908
13.47353,-48.2852,-10.793,1.046,-2.911
13.47853,-48.2912,-10.787,1.017,-2.906
13.48253,-48.2972,-10.808,0.968,-2.909
13.48353,-48.3052,-10.738,1.044,-2.899
13.48453,-48.3102,-10.692,0.955,-2.903
13.48653,-48.3172,-10.521,1.15,-2.9
13.48853,-48.3252,-10.367,1.077,-2.903
13.49153,-48.3302,-10.349,1.073,-2.904
13.49153,-48.3332,-10.373,1.011,-2.905
13.49453,-48.3352,-10.391,0.99,-2.905
13.49853,-48.3382,-10.392,0.961,-2.91
13.50353,-48.3432,-10.347,0.952,-2.909
13.50753,-48.3482,-10.444,0.869,-2.914
13.50953,-48.3492,-10.466,0.882,-2.903
13.51253,-48.3532,-10.53,0.791,-2.905
13.51653,-48.3562,-10.36,0.988,-2.907
13.52253,-48.3662,-10.223,0.915,-2.911
13.53253,-48.3712,-10.242,0.857,-2.912
13.54153,-48.3722,-10.309,0.792,-2.912
13.54353,-48.3742,-10.405,0.785,-2.912
13.54653,-48.3772,-10.401,0.779,-2.91
13.54953,-48.3812,-10.342,0.761,-2.904
13.55053,-48.3862,-10.285,0.79,-2.901
13.55453,-48.3972,-10.109,0.88,-2.898
13.55953,-48.4032,-10.051,0.943,-2.898
13.56453,-48.4082,-9.938,0.97,-2.905
13.56853,-48.4172,-9.844,0.964,-2.908
13.57353,-48.4232,-10.019,0.847,-2.906
13.57453,-48.4232,-10.102,0.788,-2.899
13.57453,-48.4242,-10.081,0.833,-2.896
13.57453,-48.4282,-9.961,0.964,-2.896
13.57553,-48.4322,-9.813,0.979,-2.894
13.57553,-48.4372,-9.771,0.986,-2.891
13.57753,-48.4392,-9.751,1.028,-2.894
13.57953,-48.4442,-9.67,1.058,-2.899
13.58053,-48.4522,-9.635,0.98,-2.898
13.58053,-48.4542,-9.669,0.884,-2.897
13.58153,-48.4552,-9.687,0.91,-2.889
13.58253,-48.4602,-9.645,0.906,-2.89
13.58353,-48.4652,-9.53,1.082,-2.886
13.58753,-48.4712,-9.343,0.99,-2.886
13.60053,-48.4782,-9.235,1.051,-2.885
13.60653,-48.4832,-9.237,1.054,-2.883
13.60653,-48.4872,-9.211,1.077,-2.884
13.60853,-48.4932,-9.119,1.083,-2.883
13.61053,-48.4942,-9.041,1.028,-2.882
13.61153,-48.4972,-9.014,1.059,-2.879
13.61253,-48.4982,-8.992,1.085,-2.872
13.61553,-48.5002,-8.842,1.082,-2.87
13.61753,-48.5012,-8.669,1.199,-2.867
13.62053,-48.5032,-8.38,1.148,-2.867
13.62853,-48.5072,-8.091,1.148,-2.866
13.64253,-48.5102,-7.985,1.13,-2.866
13.64553,-48.5112,-7.98,1.152,-2.864
13.64653,-48.5132,-7.964,1.143,-2.864
13.64953,-48.5162,-7.808,1.13,-2.865
13.65253,-48.5212,-7.737,1.107,-2.863
13.66153,-48.5232,-7.743,1.076,-2.857
13.67553,-48.5262,-7.615,1.095,-2.852
13.68153,-48.5302,-7.354,1.133,-2.854
13.68953,-48.5332,-6.986,1.144,-2.858
13.69853,-48.5382,-6.892,1.074,-2.859
13.70753,-48.5392,-6.987,1.015,-2.855
13.70953,-48.5402,-6.981,0.974,-2.854
13.71053,-48.5412,-6.915,1.058,-2.855
13.71253,-48.5422,-6.853,1.07,-2.858
13.71553,-48.5432,-6.865,1.048,-2.853
13.71753,-48.5452,-6.921,0.989,-2.855
13.72053,-48.5452,-6.837,1.087,-2.857
13.72153,-48.5492,-6.827,1.023,-2.862
13.72653,-48.5512,-6.86,0.987,-2.858
13.73053,-48.5532,-6.945,0.893,-2.852
13.73653,-48.5552,-6.962,0.992,-2.854
13.74453,-48.5572,-6.794,1.068,-2.853
13.75353,-48.5632,-6.65,0.983,-2.853
13.75753,-48.5652,-6.678,1.019,-2.848
13.75853,-48.5672,-6.684,1.033,-2.849
13.75853,-48.5732,-6.5,1.091,-2.855
13.75753,-48.5782,-6.495,1.061,-2.86
13.75653,-48.5802,-6.596,0.951,-2.86
13.75653,-48.5812,-6.725,0.877,-2.86
13.75653,-48.5842,-6.792,0.88,-2.859
13.75653,-48.5852,-6.837,0.904,-2.862
13.75853,-48.5862,-6.821,0.919,-2.859
13.76253,-48.5882,-6.866,0.871,-2.859
13.76753,-48.5892,-6.849,0.924,-2.852
13.77153,-48.5912,-6.832,0.919,-2.852
13.77353,-48.5932,-6.664,1.019,-2.854
13.77453,-48.5992,-6.542,1.003,-2.856
13.77553,-48.6012,-6.575,0.971,-2.864
13.77753,-48.6022,-6.637,0.952,-2.861
13.77853,-48.6072,-6.93,0.852,-2.871
13.77853,-48.6092,-6.941,0.903,-2.866
13.78153,-48.6172,-7.173,0.75,-2.866
13.78453,-48.6162,-7.19,0.846,-2.863
13.78553,-48.6182,-7.139,0.835,-2.868
13.78853,-48.6222,-7.083,0.896,-2.869
13.79253,-48.6232,-7.095,0.788,-2.868
13.79353,-48.6232,-7.19,0.794,-2.866
13.79453,-48.6222,-7.196,0.803,-2.872
13.79753,-48.6242,-7.157,0.839,-2.871
13.79853,-48.6262,-7.241,0.729,-2.876
13.79953,-48.6282,-7.371,0.788,-2.877
13.80353,-48.6322,-7.53,0.731,-2.877
13.80753,-48.6352,-7.637,0.729,-2.873
13.81053,-48.6382,-7.688,0.756,-2.874
13.81853,-48.6422,-7.638,0.835,-2.876
13.82453,-48.6432,-7.661,0.826,-2.881
13.83153,-48.6462,-7.757,0.799,-2.882
13.83353,-48.6482,-7.893,0.738,-2.887
13.83953,-48.6522,-8.125,0.783,-2.89
13.84453,-48.6562,-8.324,0.732,-2.884
13.84553,-48.6582,-8.426,0.665,-2.888
13.84553,-48.6592,-8.404,0.799,-2.88
13.84753,-48.6612,-8.421,0.714,-2.891
13.85153,-48.6622,-8.399,0.924,-2.887
13.85753,-48.6642,-8.557,0.707,-2.9
13.85953,-48.6642,-8.614,0.816,-2.902
13.85853,-48.6642,-8.727,0.531,-2.907
13.85753,-48.6682,-9.096,0.609,-2.902
13.85753,-48.6672,-9.413,0.601,-2.892
13.85853,-48.6672,-9.567,0.741,-2.888
13.86053,-48.6732,-9.205,0.851,-2.896
13.86453,-48.6792,-9.008,0.916,-2.906
13.87453,-48.6802,-9.23,0.826,-2.911
13.88153,-48.6772,-9.592,0.689,-2.91
13.88353,-48.6772,-9.944,0.686,-2.91
13.88453,-48.6762,-10.023,0.688,-2.906
13.88453,-48.6782,-9.984,0.677,-2.898
13.88353,-48.6782,-9.967,0.787,-2.89
13.88253,-48.6792,-9.837,0.946,-2.894
13.88553,-48.6822,-9.463,0.993,-2.897
13.89253,-48.6882,-9.47,0.937,-2.894
13.89653,-48.6872,-9.589,0.908,-2.899
13.89653,-48.6862,-9.606,0.959,-2.901
13.89753,-48.6892,-9.629,0.867,-2.909
13.90053,-48.6922,-9.755,0.852,-2.905
13.90353,-48.6952,-9.961,0.73,-2.904
13.90853,-48.6942,-10.012,0.836,-2.907
13.90953,-48.6942,-9.938,0.829,-2.899
13.91253,-48.6952,-9.961,0.762,-2.902
13.91753,-48.6942,-9.898,0.942,-2.899
13.92453,-48.6962,-9.876,0.873,-2.91
13.92853,-48.6962,-9.859,0.934,-2.914
13.93353,-48.6992,-10.195,0.767,-2.914
13.93653,-48.6982,-10.371,0.732,-2.912
13.94853,-48.7022,-10.407,0.726,-2.909
13.95653,-48.7042,-10.379,0.774,-2.907
13.96253,-48.7052,-10.333,0.84,-2.903
13.96753,-48.7072,-10.294,0.88,-2.901
13.97353,-48.7092,-10.198,0.932,-2.905
13.97553,-48.7122,-10.164,0.976,-2.911
13.98053,-48.7142,-10.234,0.898,-2.917
13.98353,-48.7152,-10.314,0.788,-2.92
13.99253,-48.7172,-10.668,0.758,-2.916
13.99553,-48.7182,-10.822,0.73,-2.907
14.00553,-48.7222,-10.807,1.031,-2.903
14.01453,-48.7272,-10.585,0.939,-2.902
14.02253,-48.7312,-10.387,0.982,-2.906
14.03253,-48.7372,-10.291,1.011,-2.909
14.05353,-48.7452,-10.442,0.943,-2.913
14.06053,-48.7482,-10.535,0.798,-2.91
14.06653,-48.7522,-10.662,0.845,-2.912
14.07053,-48.7532,-10.673,0.913,-2.913
14.07453,-48.7542,-10.668,0.862,-2.912
14.07453,-48.7552,-10.691,0.859,-2.91
14.07553,-48.7572,-10.663,0.876,-2.91
14.07553,-48.7592,-10.635,0.909,-2.911
14.07553,-48.7612,-10.619,0.912,-2.904
14.07853,-48.7632,-10.619,0.877,-2.901
14.08353,-48.7662,-10.505,0.996,-2.899
14.08653,-48.7722,-10.392,1.049,-2.905
14.09453,-48.7772,-10.285,1.083,-2.903
14.10153,-48.7812,-10.377,0.954,-2.899
14.10753,-48.7812,-10.418,1.132,-2.897
14.11553,-48.7852,-10.321,1.091,-2.893
14.12153,-48.7892,-10.213,1.099,-2.902
14.12853,-48.7932,-10.088,1.153,-2.894
14.13053,-48.7942,-10.134,0.955,-2.895
14.13653,-48.7962,-10.163,1.165,-2.891
14.14853,-48.8012,-10.078,1.102,-2.888
14.15853,-48.8022,-9.957,1.153,-2.887
14.16453,-48.8042,-9.814,1.188,-2.881
14.17353,-48.8112,-9.706,1.172,-2.884
14.18453,-48.8162,-9.592,1.292,-2.876
14.19653,-48.8202,-9.461,1.179,-2.877
14.20753,-48.8262,-9.283,1.304,-2.872
14.21153,-48.8312,-9.128,1.234,-2.87
14.21253,-48.8362,-9.025,1.339,-2.86
14.21453,-48.8392,-8.887,1.336,-2.859
14.21653,-48.8442,-8.657,1.494,-2.857
14.22053,-48.8482,-8.324,1.401,-2.86
14.22453,-48.8552,-8.105,1.396,-2.856
14.23253,-48.8592,-8.076,1.338,-2.86
14.23353,-48.8592,-8.076,1.432,-2.859
14.23553,-48.8632,-8.093,1.319,-2.86
14.23953,-48.8642,-8.03,1.333,-2.86
14.24153,-48.8672,-8.007,1.287,-2.855
14.24153,-48.8692,-7.989,1.304,-2.855
14.24153,-48.8712,-7.903,1.393,-2.847
14.24253,-48.8742,-7.81,1.363,-2.851
14.24553,-48.8792,-7.649,1.496,-2.851
14.25253,-48.8842,-7.452,1.319,-2.857
14.26253,-48.8922,-7.439,1.333,-2.857
14.26753,-48.8942,-7.468,1.205,-2.859
14.26853,-48.8962,-7.566,1.236,-2.857
14.26753,-48.8962,-7.623,1.199,-2.862
14.26753,-48.8972,-7.6,1.218,-2.859
14.26753,-48.8992,-7.629,1.118,-2.859
14.26753,-48.9002,-7.652,1.199,-2.856
14.26753,-48.9002,-7.623,1.196,-2.859
14.26853,-48.9022,-7.594,1.247,-2.864
14.26953,-48.9042,-7.582,1.171,-2.861
14.26953,-48.9062,-7.668,1.089,-2.862
14.27053,-48.9072,-7.72,1.174,-2.862
14.27553,-48.9082,-7.708,1.156,-2.863
14.28353,-48.9092,-7.691,1.145,-2.864
14.28853,-48.9112,-7.72,1.119,-2.869
14.28953,-48.9112,-7.76,1.103,-2.871
14.29153,-48.9152,-7.893,1.039,-2.866
14.29853,-48.9182,-8.071,1.032,-2.855
14.30253,-48.9192,-8.008,1.129,-2.856
14.30853,-48.9232,-7.718,1.292,-2.855
14.31453,-48.9292,-7.503,1.215,-2.86
14.31853,-48.9332,-7.531,1.272,-2.858
14.32253,-48.9352,-7.716,1.208,-2.867
14.32453,-48.9362,-7.75,1.261,-2.864
14.32653,-48.9382,-7.768,1.026,-2.867
14.32753,-48.9412,-7.842,1.151,-2.859
14.32853,-48.9452,-7.917,1.087,-2.861
14.32953,-48.9482,-7.835,1.264,-2.86
14.33153,-48.9562,-7.747,1.171,-2.862
14.33453,-48.9602,-7.717,1.208,-2.86
14.33753,-48.9632,-7.711,1.152,-2.855
14.34353,-48.9672,-7.681,1.174,-2.852
14.34853,-48.9712,-7.552,1.257,-2.852
14.35153,-48.9762,-7.412,1.292,-2.857
14.35653,-48.9802,-7.352,1.142,-2.858
14.36253,-48.9842,-7.456,1.186,-2.858
14.36753,-48.9852,-7.473,1.164,-2.858
14.37153,-48.9882,-7.455,1.154,-2.858
14.37853,-48.9912,-7.413,1.15,-2.855
14.38453,-48.9942,-7.407,1.137,-2.851
14.38753,-48.9982,-7.33,1.18,-2.847
14.39653,-49.0052,-7.165,1.241,-2.843
14.40553,-49.0092,-7.059,1.29,-2.845
14.41753,-49.0122,-6.918,1.36,-2.838
14.42653,-49.0152,-6.882,1.299,-2.836
14.43953,-49.0182,-6.752,1.409,-2.834
14.44853,-49.0242,-6.546,1.411,-2.829
14.45953,-49.0292,-6.375,1.408,-2.834
14.46853,-49.0302,-6.246,1.492,-2.828
14.47253,-49.0342,-6.251,1.374,-2.829
14.47353,-49.0342,-6.204,1.487,-2.823
14.47453,-49.0402,-6.114,1.447,-2.82
14.47553,-49.0422,-5.978,1.536,-2.823
14.47753,-49.0442,-5.802,1.556,-2.82
14.48153,-49.0492,-5.671,1.536,-2.815
14.48953,-49.0522,-5.605,1.516,-2.82
14.49453,-49.0552,-5.511,1.596,-2.816
14.50053,-49.0592,-5.403,1.429,-2.821
14.51353,-49.0652,-5.272,1.474,-2.809
14.51653,-49.0662,-5.317,1.4,-2.81
14.51753,-49.0662,-5.124,1.595,-2.805
14.51953,-49.0762,-4.768,1.459,-2.808
14.52253,-49.0782,-4.667,1.547,-2.807
14.52253,-49.0782,-4.632,1.471,-2.805
14.52453,-49.0812,-4.642,1.517,-2.8
14.52853,-49.0852,-4.505,1.508,-2.804
14.53453,-49.0902,-4.215,1.522,-2.801
14.54053,-49.0982,-4.121,1.404,-2.805
14.55353,-49.1032,-4.036,1.452,-2.801
14.55853,-49.1062,-4.069,1.364,-2.808
14.56153,-49.1072,-4.015,1.456,-2.808
14.56953,-49.1102,-4.077,1.289,-2.809
14.57553,-49.1102,-4.089,1.294,-2.806
14.58253,-49.1102,-4.089,1.27,-2.807
14.59553,-49.1142,-4.021,1.316,-2.799
14.59853,-49.1152,-4.026,1.29,-2.8
14.60153,-49.1172,-3.936,1.461,-2.795
14.60253,-49.1202,-3.834,1.393,-2.797
14.60653,-49.1262,-3.672,1.465,-2.786
14.61553,-49.1312,-3.615,1.421,-2.793
14.63253,-49.1402,-3.167,1.527,-2.798
14.64353,-49.1482,-3.106,1.324,-2.802
14.65253,-49.1512,-3.285,1.275,-2.795
14.66053,-49.1492,-3.61,1.295,-2.796
14.66253,-49.1512,-3.432,1.38,-2.798
14.66453,-49.1582,-3.274,1.313,-2.803
14.66853,-49.1582,-3.315,1.283,-2.799
14.66853,-49.1582,-3.421,1.182,-2.793
14.66853,-49.1592,-3.426,1.294,-2.791
14.66953,-49.1622,-3.235,1.356,-2.791
14.67353,-49.1692,-3.04,1.346,-2.796
14.68053,-49.1722,-3.02,1.358,-2.795
14.68953,-49.1722,-3.084,1.245,-2.796
14.69753,-49.1732,-3.147,1.292,-2.797
14.70553,-49.1752,-3.128,1.253,-2.793
14.71453,-49.1792,-3.124,1.246,-2.793
14.72353,-49.1832,-3.062,1.302,-2.791
14.73153,-49.1862,-3.029,1.296,-2.791
14.74753,-49.1892,-2.937,1.332,-2.788
14.76653,-49.1942,-2.902,1.308,-2.793
14.78453,-49.1982,-2.832,1.361,-2.79
14.79953,-49.2042,-2.85,1.243,-2.796
14.80953,-49.2072,-2.834,1.321,-2.797
14.82053,-49.2102,-2.849,1.175,-2.801
14.82953,-49.2132,-2.94,1.176,-2.798
14.83953,-49.2152,-3.02,1.105,-2.791
14.84453,-49.2162,-3.025,1.179,-2.79
14.84753,-49.2192,-2.921,1.305,-2.792
14.85153,-49.2232,-2.799,1.29,-2.784
14.85453,-49.2272,-2.747,1.239,-2.788
14.85753,-49.2292,-2.686,1.403,-2.786
14.86153,-49.2302,-2.643,1.304,-2.793
14.86853,-49.2352,-2.585,1.331,-2.791
14.87353,-49.2392,-2.699,1.222,-2.788
14.87853,-49.2382,-2.729,1.245,-2.795
14.88053,-49.2392,-2.663,1.314,-2.79
14.88453,-49.2412,-2.702,1.158,-2.799
14.88953,-49.2412,-2.695,1.254,-2.795
14.89353,-49.2422,-2.766,1.076,-2.794
14.89853,-49.2442,-2.835,1.188,-2.793
14.90353,-49.2442,-2.799,1.184,-2.789
14.90953,-49.2492,-2.729,1.202,-2.793
14.91153,-49.2502,-2.685,1.267,-2.788
14.91553,-49.2522,-2.695,1.18,-2.791
14.91753,-49.2512,-2.594,1.279,-2.791
14.91953,-49.2532,-2.581,1.187,-2.798
14.92653,-49.2532,-2.611,1.199,-2.797
14.93253,-49.2512,-2.706,1.081,-2.791
14.93953,-49.2502,-2.802,1.126,-2.792
14.94153,-49.2552,-2.643,1.213,-2.787
14.94253,-49.2602,-2.596,1.169,-2.789
14.94453,-49.2622,-2.564,1.287,-2.783
14.95053,-49.2622,-2.527,1.24,-2.789
14.96353,-49.2672,-2.325,1.289,-2.793
14.97453,-49.2712,-2.38,1.193,-2.795
14.97853,-49.2702,-2.535,1.135,-2.795
14.98353,-49.2712,-2.599,1.087,-2.797
14.98853,-49.2722,-2.568,1.079,-2.799
14.99353,-49.2732,-2.602,1.056,-2.798
15.00153,-49.2732,-2.673,1.022,-2.796
15.00553,-49.2732,-2.684,1.051,-2.795
15.00753,-49.2742,-2.648,1.1,-2.797
15.01053,-49.2762,-2.628,1.099,-2.798
15.01553,-49.2762,-2.639,1.063,-2.792
15.02253,-49.2782,-2.648,1.038,-2.793
15.03253,-49.2832,-2.475,1.137,-2.791
15.04353,-49.2882,-2.468,1.105,-2.795
15.04953,-49.2952,-2.407,1.128,-2.787
15.05253,-49.2982,-2.421,1.039,-2.792
15.05853,-49.3042,-2.288,1.189,-2.793
15.06153,-49.3082,-2.265,1.072,-2.8
15.06653,-49.3142,-2.318,1.069,-2.797
15.07253,-49.3192,-2.456,0.947,-2.794
15.07753,-49.3222,-2.542,1.031,-2.79
15.08053,-49.3302,-2.443,1.07,-2.784
15.08453,-49.3342,-2.379,1.14,-2.78
15.08953,-49.3372,-2.098,1.198,-2.781
15.09353,-49.3462,-1.913,1.248,-2.786
15.09953,-49.3502,-1.902,1.216,-2.792
15.10453,-49.3532,-2.024,1.135,-2.794
15.10753,-49.3562,-2.176,1.052,-2.795
15.10853,-49.3582,-2.222,1.001,-2.797
15.11053,-49.3582,-2.233,0.979,-2.796
15.11653,-49.3602,-2.291,0.946,-2.794
15.12353,-49.3592,-2.321,0.972,-2.786
15.12853,-49.3622,-2.275,1.02,-2.792
15.13453,-49.3672,-2.028,1.116,-2.788
15.13853,-49.3722,-2.016,0.967,-2.795
15.14753,-49.3752,-2.052,1.091,-2.789
15.15553,-49.3802,-2.191,0.968,-2.797
15.15853,-49.3852,-2.015,1.058,-2.797
15.15953,-49.3872,-2.102,0.893,-2.797
15.16653,-49.3882,-2.246,0.92,-2.798
15.17153,-49.3922,-2.313,0.943,-2.794
15.17653,-49.3942,-2.292,0.915,-2.795
15.18153,-49.3992,-2.213,0.973,-2.798
15.18653,-49.4022,-2.196,0.944,-2.8
15.18753,-49.4042,-2.254,0.912,-2.798
15.18853,-49.4042,-2.337,0.882,-2.796
15.19253,-49.4062,-2.377,0.944,-2.795
15.19753,-49.4102,-2.311,0.954,-2.797
15.19953,-49.4152,-2.251,0.98,-2.789
15.20053,-49.4172,-2.301,0.946,-2.793
15.20353,-49.4192,-2.208,1.109,-2.789
15.21053,-49.4252,-2.164,1,-2.794
15.21253,-49.4262,-2.096,1.079,-2.79
15.21353,-49.4292,-2.189,0.983,-2.793
15.21553,-49.4302,-2.163,1.078,-2.796
15.21553,-49.4322,-2.202,1.003,-2.8
15.21653,-49.4312,-2.247,0.958,-2.797
15.22053,-49.4302,-2.375,0.888,-2.795
15.22353,-49.4282,-2.359,0.961,-2.791
15.22653,-49.4282,-2.279,0.997,-2.794
15.22953,-49.4282,-2.212,1.064,-2.791
15.22953,-49.4292,-2.235,0.989,-2.792
15.22953,-49.4312,-2.154,1.054,-2.791
15.23053,-49.4312,-2.165,1.017,-2.794
15.23053,-49.4312,-2.165,1.046,-2.794
15.23253,-49.4322,-2.207,0.992,-2.796
15.23653,-49.4322,-2.188,0.984,-2.798
15.23553,-49.4312,-2.214,0.873,-2.802
15.23353,-49.4292,-2.235,0.881,-2.793
15.23153,-49.4272,-2.298,0.824,-2.8
15.23353,-49.4292,-2.137,0.971,-2.798
15.23553,-49.4292,-2.24,0.844,-2.81
15.23653,-49.4272,-2.291,0.908,-2.794
15.23553,-49.4252,-2.445,0.663,-2.793
15.23553,-49.4262,-2.305,0.975,-2.786
15.23553,-49.4312,-2.056,0.966,-2.798
15.23653,-49.4322,-1.958,1.089,-2.795
15.23953,-49.4312,-2.098,0.85,-2.799
15.24353,-49.4312,-2.188,0.94,-2.796
