x (nm),y (nm),zpen (mm),F (N),zstm (nm)
-392.204,-382.066,4.496,0.002,-11.401
-392.205,-382.065,4.439,0.009,-11.401
-392.207,-382.062,4.314,0.003,-11.401
-392.207,-382.065,4.257,0.005,-11.401
-392.208,-382.068,4.23,0.004,-11.401
-392.208,-382.071,4.154,0.008,-11.401
-392.215,-382.063,3.998,0.009,-11.401
-392.212,-382.06,3.964,0,-11.401
-392.211,-382.061,4.013,-0.007,-11.401
-392.211,-382.06,4.055,0,-11.401
-392.213,-382.059,4.036,0.004,-11.401
-392.224,-382.058,3.994,0.005,-11.401
-392.235,-382.06,3.975,0,-11.401
-392.234,-382.061,3.964,0.001,-11.401
-392.235,-382.065,3.896,0.007,-11.401
-392.234,-382.069,3.827,0,-11.401
-392.231,-382.073,3.759,0.006,-11.401
-392.234,-382.076,3.641,0.013,-11.401
-392.239,-382.077,3.485,0.02,-11.401
-392.244,-382.08,3.287,0.015,-11.401
-392.249,-382.08,3.135,0.005,-11.401
-392.252,-382.08,3.123,0.001,-11.401
-392.254,-382.084,3.043,0.007,-11.401
-392.252,-382.088,2.975,0.006,-11.401
-392.248,-382.09,2.921,0.001,-11.402
-392.242,-382.094,2.895,0.005,-11.402
-392.245,-382.097,2.826,0.009,-11.402
-392.248,-382.095,2.658,0.018,-11.402
-392.246,-382.092,2.322,0.009,-11.402
-392.243,-382.091,2.265,0.003,-11.402
-392.242,-382.089,2.189,0.009,-11.402
-392.242,-382.087,1.971,0.015,-11.401
-392.242,-382.088,1.807,0.006,-11.402
-392.243,-382.086,1.781,0.001,-11.402
-392.241,-382.083,1.739,0.005,-11.401
-392.241,-382.08,1.655,0.01,-11.401
-392.24,-382.076,1.392,0.021,-11.402
-392.24,-382.073,1.175,0,-11.402
-392.24,-382.067,0.97,0.017,-11.401
-392.236,-382.047,0.443,0.044,-11.401
-392.23,-382.04,-0.337,0.033,-11.401
-392.229,-382.032,-0.762,0.047,-11.401
-392.228,-382.029,-1.048,0.074,-11.401
-392.225,-382.012,-2.186,0,-11.402
-392.222,-381.991,-3.247,0.117,-11.402
-392.217,-381.966,-4.589,0.333,-11.402
-392.207,-381.944,-5.939,0.782,-11.402
-392.19,-381.932,-6.762,1.01,-11.402
-392.18,-381.94,-7.045,1.104,-11.402
-392.16,-381.949,-7.573,1.295,-11.402
-392.155,-381.947,-7.771,1.37,-11.402
-392.156,-381.942,-8.441,1.623,-11.402
-392.16,-381.938,-8.761,1.736,-11.402
-392.187,-381.922,-9.679,2.067,-11.402
-392.195,-381.936,-11.339,2.606,-11.402
-392.206,-381.942,-11.809,2.788,-11.402
-392.226,-381.954,-12.732,3.166,-11.402
-392.218,-381.974,-14.798,3.868,-11.402
-392.211,-381.983,-15.341,4.007,-11.402
-392.232,-381.997,-15.182,3.879,-11.402
-392.263,-382.03,-14.138,3.482,-11.402
-392.256,-382.038,-12.644,2.855,-11.402
-392.257,-382.045,-10.873,2.083,-11.402
-392.263,-382.082,-7.547,0.896,-11.401
-392.312,-382.19,-4.078,-0.193,-11.401
-392.413,-382.298,-0.948,0.141,-11.401
-392.525,-382.43,4.542,-0.361,-11.401
-392.575,-382.51,9.199,-0.38,-11.401
-392.595,-382.522,10.743,-0.376,-11.401
-392.636,-382.532,13.707,-0.275,-11.401
-392.638,-382.556,18.109,-0.169,-11.4
-392.622,-382.573,19.664,-0.156,-11.4
-392.604,-382.579,21.372,-0.164,-11.4
-392.595,-382.579,22.035,-0.164,-11.4
-392.563,-382.531,23.58,-0.01,-11.4
-392.547,-382.483,23.256,0.037,-11.4
-392.503,-382.431,22.931,0.012,-11.4
-392.477,-382.404,22.847,0.012,-11.4
-392.474,-382.387,22.61,0.035,-11.4
-392.473,-382.367,22.256,0.048,-11.399
-392.461,-382.316,21.474,0.043,-11.399
-392.452,-382.295,21.056,0.029,-11.399
-392.446,-382.288,20.954,0.01,-11.399
-392.442,-382.265,20.767,0.016,-11.399
-392.439,-382.238,20.446,0.037,-11.4
-392.429,-382.178,19.567,0.065,-11.4
-392.42,-382.135,18.826,0,-11.4
-392.41,-382.088,17.824,0.111,-11.4
-392.4,-382.052,16.551,0.147,-11.4
-392.372,-381.951,12.352,0.231,-11.4
-392.349,-381.837,8.46,0.25,-11.4
-392.325,-381.774,5.637,0.193,-11.4
-392.316,-381.761,4.86,0.172,-11.4
-392.305,-381.738,3.273,0.113,-11.4
-392.308,-381.698,1.359,0.144,-11.4
-392.296,-381.636,-0.835,0.455,-11.4
-392.285,-381.613,-1.926,0.77,-11.401
-392.277,-381.6,-2.104,0.724,-11.401
-392.272,-381.618,-1.655,0.582,-11.401
-392.28,-381.613,-1.933,0.72,-11.401
-392.293,-381.58,-2.523,0.941,-11.401
-392.292,-381.535,-3.18,1.159,-11.401
-392.275,-381.509,-3.377,1.176,-11.401
-392.261,-381.512,-3.092,1.056,-11.401
-392.248,-381.518,-2.858,0.984,-11.401
-392.237,-381.517,-2.801,0.982,-11.401
-392.235,-381.509,-2.884,1.01,-11.401
-392.236,-381.511,-2.841,0.986,-11.401
-392.236,-381.511,-2.841,0.994,-11.401
-392.234,-381.508,-2.872,1.006,-11.401
-392.23,-381.503,-2.894,1.015,-11.401
-392.218,-381.482,-3.028,1.074,-11.401
-392.206,-381.468,-3.139,1.113,-11.401
-392.17,-381.441,-3.295,1.166,-11.401
-392.105,-381.386,-3.47,1.22,-11.401
-392.062,-381.321,-3.579,1.261,-11.401
-392.059,-381.3,-3.666,1.293,-11.401
-392.068,-381.291,-3.634,1.265,-11.401
-392.069,-381.29,-3.594,1.248,-11.401
-392.07,-381.277,-3.46,1.201,-11.401
-392.069,-381.256,-3.488,1.226,-11.401
-392.063,-381.23,-3.536,1.24,-11.401
-392.052,-381.201,-3.439,1.196,-11.401
-392.049,-381.195,-3.315,1.157,-11.401
-392.048,-381.19,-3.253,1.136,-11.401
-392.045,-381.175,-3.208,1.12,-11.401
-392.037,-381.13,-3.182,1.115,-11.401
-392.029,-381.075,-3.338,1.182,-11.401
-392.025,-381.034,-3.533,1.245,-11.401
-392.024,-381.018,-3.573,1.253,-11.401
-392.023,-381.011,-3.552,1.238,-11.401
-392.022,-381.009,-3.461,1.199,-11.401
-392.021,-381.007,-3.284,1.141,-11.401
-392.018,-380.999,-3.184,1.108,-11.401
-392.017,-380.993,-3.118,1.085,-11.401
-392.028,-380.987,-3.039,1.063,-11.401
-392.062,-380.971,-3.088,1.084,-11.401
-392.086,-380.964,-3.135,1.105,-11.401
-392.108,-380.963,-3.134,1.091,-11.401
-392.122,-380.968,-3.08,1.073,-11.401
-392.131,-380.972,-3.032,1.06,-11.401
-392.133,-380.982,-2.982,1.04,-11.401
-392.133,-380.993,-2.909,1.01,-11.401
-392.132,-381.003,-2.768,0.955,-11.401
-392.131,-381.007,-2.663,0.92,-11.401
-392.132,-381.013,-2.568,0.895,-11.401
-392.136,-381.014,-2.562,0.897,-11.401
-392.139,-381.012,-2.568,0.899,-11.401
-392.138,-381.011,-2.546,0.888,-11.401
-392.137,-381.014,-2.534,0.885,-11.401
-392.133,-381.019,-2.509,0.876,-11.401
-392.134,-381.022,-2.49,0.871,-11.401
-392.134,-381.022,-2.49,0.871,-11.401
-392.135,-381.022,-2.49,0.871,-11.401
-392.136,-381.021,-2.467,0.86,-11.401
-392.139,-381.018,-2.462,0.862,-11.401
-392.139,-381.016,-2.475,0.868,-11.401
-392.139,-381.013,-2.494,0.873,-11.401
-392.138,-381.017,-2.457,0.855,-11.401
-392.141,-381.027,-2.355,0.813,-11.401
-392.142,-381.032,-2.301,0.792,-11.401
-392.145,-381.042,-2.112,0.718,-11.401
-392.149,-381.05,-1.89,0.633,-11.401
-392.161,-381.057,-1.574,0.538,-11.401
-392.163,-381.053,-1.479,0.509,-11.401
-392.163,-381.051,-1.463,0.508,-11.401
-392.163,-381.047,-1.395,0.48,-11.401
-392.167,-381.042,-1.317,0.45,-11.401
-392.173,-381.041,-0.967,0.307,-11.401
-392.176,-381.049,-0.583,0.171,-11.401
-392.192,-381.055,-0.256,0.078,-11.401
-392.278,-381.167,2.789,-0.139,-11.401
-392.309,-381.253,6.487,-0.198,-11.401
-392.319,-381.31,8.782,-0.228,-11.401
-392.33,-381.36,10.824,-0.246,-11.401
-392.339,-381.423,13.46,-0.254,-11.401
-392.341,-381.472,15.555,-0.244,-11.401
-392.329,-381.549,18.86,-0.231,-11.4
-392.299,-381.626,22.494,-0.18,-11.4
-392.301,-381.653,23.801,-0.157,-11.4
-392.314,-381.68,24.919,-0.133,-11.4
-392.336,-381.728,26.562,-0.083,-11.401
-392.344,-381.755,27.577,-0.06,-11.4
-392.345,-381.766,28.202,-0.033,-11.401
-392.346,-381.77,28.486,-0.021,-11.401
-392.346,-381.776,28.771,-0.038,-11.4
-392.344,-381.777,29,-0.022,-11.401
-392.35,-381.783,29.379,-0.024,-11.4
-392.358,-381.788,29.674,-0.017,-11.4
-392.366,-381.794,29.9,-0.027,-11.4
-392.373,-381.8,30.204,-0.025,-11.4
-392.374,-381.813,30.641,-0.036,-11.401
-392.376,-381.813,30.727,-0.021,-11.401
-392.375,-381.819,31.003,-0.022,-11.401
-392.367,-381.814,31.206,-0.008,-11.401
-392.358,-381.811,31.313,-0.009,-11.401
-392.358,-381.812,31.494,-0.02,-11.401
-392.363,-381.814,31.695,-0.003,-11.401
-392.364,-381.814,31.657,0,-11.401
-392.365,-381.817,31.685,-0.005,-11.401
-392.365,-381.824,31.75,-0.002,-11.4
-392.365,-381.819,31.703,0.005,-11.4
-392.365,-381.816,31.675,0,-11.4
-392.365,-381.817,31.685,-0.002,-11.401
-392.365,-381.817,31.685,0,-11.401
-392.366,-381.809,31.61,0.004,-11.401
-392.365,-381.806,31.582,0.004,-11.401
-392.367,-381.809,31.581,-0.001,-11.401
-392.371,-381.81,31.6,-0.001,-11.401
-392.374,-381.81,31.6,0,-11.4
-392.381,-381.806,31.581,0.005,-11.4
-392.38,-381.799,31.487,0.012,-11.4
-392.382,-381.793,31.354,0.001,-11.4
-392.387,-381.795,31.382,-0.002,-11.4
-392.394,-381.791,31.364,0.003,-11.4
-392.397,-381.783,31.28,0.009,-11.4
-392.395,-381.773,31.148,0.007,-11.4
-392.395,-381.773,31.129,0,-11.4
-392.395,-381.77,31.082,0.008,-11.4
-392.393,-381.763,30.912,0.011,-11.4
-392.401,-381.756,30.761,0.008,-11.4
-392.408,-381.74,30.536,0.027,-11.4
-392.412,-381.725,30.207,0.033,-11.4
-392.409,-381.707,29.775,0.04,-11.4
-392.406,-381.687,29.326,0.035,-11.4
-392.424,-381.658,28.482,0.048,-11.4
-392.443,-381.641,27.862,0.072,-11.4
-392.469,-381.593,26.454,0.097,-11.4
-392.472,-381.517,24.455,0.139,-11.4
-392.464,-381.475,23.256,0.149,-11.4
-392.455,-381.404,21.069,0.15,-11.4
-392.451,-381.358,19.62,0.152,-11.4
-392.446,-381.298,17.86,0.177,-11.4
-392.428,-381.189,15.401,0.209,-11.4
-392.403,-381.064,12.608,0.211,-11.4
-392.393,-380.984,10.56,0.18,-11.4
-392.412,-380.901,8.286,0.129,-11.4
-392.44,-380.816,5.918,0.136,-11.4
-392.45,-380.767,4.135,0.166,-11.4
-392.452,-380.744,2.687,0.147,-11.4
-392.475,-380.729,0.855,0.076,-11.399
-392.499,-380.708,0.013,0.049,-11.399
-392.501,-380.673,-0.802,0.278,-11.399
-392.494,-380.635,-1.469,0.48,-11.399
-392.474,-380.583,-1.844,0.557,-11.399
-392.462,-380.57,-1.776,0.528,-11.399
-392.458,-380.563,-1.789,0.564,-11.399
-392.454,-380.533,-2.015,0.671,-11.399
-392.45,-380.516,-2.131,0.719,-11.399
-392.447,-380.502,-2.201,0.725,-11.399
-392.447,-380.499,-2.201,0.732,-11.399
-392.447,-380.5,-2.168,0.71,-11.399
-392.448,-380.506,-2.122,0.695,-11.399
-392.451,-380.518,-2.046,0.68,-11.399
-392.455,-380.536,-2.042,0.665,-11.399
-392.458,-380.549,-2.055,0.665,-11.399
-392.461,-380.562,-2.047,0.669,-11.399
-392.464,-380.568,-2.028,0.649,-11.399
-392.469,-380.585,-1.995,0.635,-11.399
-392.484,-380.627,-1.927,0.631,-11.399
-392.49,-380.652,-1.947,0.646,-11.399
-392.489,-380.658,-2.102,0.698,-11.399
-392.483,-380.652,-2.257,0.77,-11.399
-392.48,-380.648,-2.292,0.785,-11.399
-392.477,-380.645,-2.309,0.786,-11.399
-392.472,-380.647,-2.247,0.735,-11.399
-392.474,-380.652,-2.223,0.73,-11.399
-392.475,-380.652,-2.223,0.74,-11.399
-392.475,-380.652,-2.235,0.751,-11.399
-392.475,-380.652,-2.235,0.746,-11.399
-392.475,-380.655,-2.234,0.752,-11.399
-392.476,-380.662,-2.17,0.743,-11.399
-392.477,-380.665,-2.152,0.725,-11.399
-392.475,-380.666,-2.163,0.719,-11.399
-392.475,-380.665,-2.158,0.714,-11.399
-392.474,-380.664,-2.164,0.725,-11.399
-392.473,-380.661,-2.176,0.732,-11.399
-392.474,-380.662,-2.17,0.708,-11.399
-392.475,-380.664,-2.147,0.701,-11.399
-392.474,-380.662,-2.17,0.713,-11.399
-392.473,-380.66,-2.182,0.708,-11.399
-392.469,-380.662,-2.176,0.704,-11.399
-392.467,-380.662,-2.165,0.712,-11.399
-392.468,-380.661,-2.199,0.734,-11.399
-392.468,-380.661,-2.199,0.721,-11.399
-392.468,-380.661,-2.199,0.739,-11.399
-392.468,-380.66,-2.188,0.772,-11.399
-392.466,-380.66,-2.177,0.768,-11.399
-392.462,-380.66,-2.183,0.756,-11.399
-392.461,-380.661,-2.177,0.749,-11.399
-392.46,-380.659,-2.143,0.741,-11.399
-392.462,-380.658,-2.149,0.727,-11.399
-392.462,-380.66,-2.154,0.721,-11.399
-392.461,-380.661,-2.177,0.707,-11.399
-392.462,-380.662,-2.199,0.715,-11.399
-392.463,-380.661,-2.188,0.716,-11.399
-392.462,-380.661,-2.177,0,-11.399
-392.463,-380.661,-2.177,0.722,-11.399
-392.463,-380.661,-2.177,0.721,-11.399
-392.462,-380.661,-2.177,0.718,-11.399
-392.46,-380.662,-2.171,0.725,-11.399
-392.455,-380.67,-2.078,0.686,-11.399
-392.457,-380.675,-2.026,0.68,-11.399
-392.46,-380.674,-2.026,0.692,-11.399
-392.46,-380.674,-2.054,0.681,-11.399
-392.46,-380.674,-2.054,0.68,-11.399
-392.459,-380.671,-2.101,0.7,-11.399
-392.459,-380.67,-2.107,0.701,-11.399
-392.458,-380.669,-2.113,0.71,-11.399
-392.457,-380.669,-2.113,0.698,-11.399
-392.455,-380.665,-2.148,0.713,-11.399
-392.451,-380.661,-2.217,0.772,-11.399
-392.449,-380.66,-2.251,0.781,-11.399
-392.449,-380.66,-2.24,0.762,-11.399
-392.446,-380.66,-2.268,0.761,-11.399
-392.443,-380.662,-2.318,0.768,-11.399
-392.443,-380.661,-2.397,0.794,-11.399
-392.442,-380.658,-2.409,0.808,-11.399
-392.44,-380.657,-2.421,0.818,-11.399
-392.433,-380.656,-2.433,0.822,-11.399
-392.421,-380.654,-2.468,0.836,-11.399
-392.414,-380.651,-2.492,0.846,-11.399
-392.41,-380.646,-2.521,0.862,-11.399
-392.4,-380.642,-2.562,0.861,-11.399
-392.391,-380.644,-2.59,0.868,-11.399
-392.386,-380.645,-2.607,0.881,-11.4
-392.365,-380.651,-2.64,0.89,-11.4
-392.345,-380.654,-2.646,0.88,-11.4
-392.3,-380.657,-2.676,0.892,-11.4
-392.274,-380.659,-2.693,0.949,-11.4
-392.238,-380.664,-2.671,0.948,-11.4
-392.214,-380.669,-2.643,0.939,-11.4
-392.179,-380.674,-2.621,0.937,-11.4
-392.161,-380.674,-2.639,0.944,-11.401
-392.153,-380.668,-2.691,0.972,-11.401
-392.152,-380.666,-2.731,0.946,-11.401
-392.142,-380.665,-2.788,0.949,-11.401
-392.132,-380.666,-2.805,0.926,-11.401
-392.12,-380.669,-2.816,0.929,-11.401
-392.086,-380.675,-2.805,0.932,-11.401
-392.069,-380.676,-2.799,0.932,-11.401
-392.048,-380.679,-2.805,0.955,-11.401
-391.975,-380.69,-2.772,0.987,-11.401
-391.946,-380.696,-2.766,0.986,-11.401
-391.901,-380.703,-2.738,1.014,-11.402
-391.873,-380.709,-2.721,1.006,-11.402
-391.852,-380.711,-2.727,1.028,-11.402
-391.841,-380.712,-2.727,1.035,-11.402
-391.805,-380.716,-2.694,1.028,-11.402
-391.788,-380.718,-2.683,1.015,-11.402
-391.777,-380.718,-2.678,1.015,-11.402
-391.764,-380.718,-2.689,1.013,-11.403
-391.754,-380.717,-2.701,1.001,-11.403
-391.745,-380.717,-2.724,0.984,-11.403
-391.732,-380.718,-2.758,0.989,-11.403
-391.726,-380.721,-2.746,0.982,-11.403
-391.709,-380.724,-2.746,0.974,-11.403
-391.693,-380.724,-2.741,0.967,-11.403
-391.67,-380.728,-2.741,0.985,-11.403
-391.638,-380.735,-2.729,0.985,-11.403
-391.626,-380.739,-2.717,0.988,-11.404
-391.617,-380.743,-2.711,0,-11.404
-391.609,-380.748,-2.699,0.982,-11.404
-391.598,-380.749,-2.699,0.947,-11.404
-391.584,-380.751,-2.727,0.93,-11.404
-391.576,-380.751,-2.733,0.917,-11.404
-391.565,-380.752,-2.722,0.92,-11.405
-391.556,-380.754,-2.722,0.917,-11.405
-391.548,-380.755,-2.722,0.906,-11.405
-391.534,-380.756,-2.722,0.913,-11.405
-391.496,-380.759,-2.734,0.931,-11.405
-391.47,-380.759,-2.74,0.929,-11.405
-391.448,-380.759,-2.752,0.953,-11.405
-391.395,-380.764,-2.736,0.955,-11.405
-391.362,-380.766,-2.758,0.961,-11.406
-391.339,-380.768,-2.764,0.951,-11.406
-391.301,-380.771,-2.77,0.938,-11.406
-391.266,-380.776,-2.764,0.936,-11.406
-391.249,-380.779,-2.775,0.926,-11.407
-391.243,-380.779,-2.775,0.922,-11.407
-391.223,-380.781,-2.781,0.899,-11.407
-391.216,-380.781,-2.798,0.883,-11.407
-391.209,-380.782,-2.809,0.869,-11.407
-391.206,-380.784,-2.814,0.871,-11.407
-391.198,-380.787,-2.82,0.867,-11.407
-391.188,-380.788,-2.82,0.862,-11.407
-391.174,-380.789,-2.809,0.877,-11.407
-391.161,-380.79,-2.809,0.862,-11.407
-391.134,-380.793,-2.809,0.871,-11.408
-391.088,-380.8,-2.786,0.879,-11.408
-391.062,-380.802,-2.786,0.882,-11.408
-391.036,-380.805,-2.769,0.897,-11.408
-391.004,-380.808,-2.769,0.917,-11.408
-390.979,-380.812,-2.763,0.898,-11.408
-390.955,-380.815,-2.746,0.934,-11.408
-390.911,-380.822,-2.7,0.927,-11.408
-390.879,-380.828,-2.683,0.931,-11.408
-390.868,-380.83,-2.677,0.967,-11.408
-390.858,-380.832,-2.66,0.974,-11.408
-390.839,-380.831,-2.627,0.949,-11.408
-390.813,-380.831,-2.611,0.96,-11.408
-390.804,-380.831,-2.599,0.955,-11.408
-390.772,-380.832,-2.566,0.944,-11.408
-390.756,-380.832,-2.555,0.957,-11.408
-390.738,-380.831,-2.539,0.97,-11.408
-390.718,-380.833,-2.511,0.963,-11.409
-390.684,-380.835,-2.5,0.973,-11.409
-390.66,-380.836,-2.489,0.992,-11.409
-390.642,-380.835,-2.484,0.99,-11.409
-390.628,-380.836,-2.484,0.988,-11.409
-390.613,-380.837,-2.484,0.984,-11.409
-390.596,-380.838,-2.484,0.977,-11.409
-390.572,-380.839,-2.484,0.977,-11.409
-390.554,-380.84,-2.484,0.976,-11.409
-390.544,-380.841,-2.484,0.992,-11.409
-390.529,-380.842,-2.484,1,-11.409
-390.522,-380.842,-2.484,0.993,-11.409
-390.51,-380.842,-2.49,1.015,-11.409
-390.488,-380.842,-2.495,1.016,-11.409
-390.45,-380.843,-2.501,1.02,-11.409
-390.417,-380.844,-2.501,1.038,-11.409
-390.387,-380.846,-2.484,1.074,-11.409
-390.35,-380.847,-2.462,1.066,-11.409
-390.325,-380.848,-2.462,1.094,-11.41
-390.301,-380.847,-2.44,1.105,-11.41
-390.273,-380.848,-2.44,1.116,-11.41
-390.267,-380.849,-2.44,1.105,-11.41
-390.262,-380.85,-2.434,1.126,-11.41
-390.253,-380.851,-2.389,1.117,-11.41
-390.24,-380.851,-2.361,1.117,-11.41
-390.225,-380.849,-2.306,1.117,-11.41
-390.203,-380.85,-2.244,1.096,-11.41
-390.174,-380.853,-2.233,1.102,-11.41
-390.156,-380.857,-2.215,1.113,-11.41
-390.133,-380.859,-2.181,1.112,-11.41
-390.108,-380.86,-2.181,1.121,-11.41
-390.061,-380.86,-2.187,1.135,-11.41
-390.032,-380.86,-2.176,1.155,-11.41
-390.014,-380.86,-2.159,1.18,-11.41
-390.007,-380.86,-2.148,1.208,-11.41
-389.986,-380.862,-2.108,1.199,-11.41
-389.973,-380.864,-2.102,1.208,-11.41
-389.958,-380.866,-2.107,1.215,-11.41
-389.953,-380.865,-2.096,1.218,-11.41
-389.947,-380.866,-2.079,1.218,-11.41
-389.937,-380.865,-2.057,1.206,-11.41
-389.92,-380.862,-2.03,1.204,-11.41
-389.887,-380.861,-2.019,1.217,-11.41
-389.853,-380.862,-2.002,1.212,-11.41
-389.831,-380.862,-2.002,1.223,-11.41
-389.805,-380.86,-1.958,1.224,-11.41
-389.791,-380.86,-1.913,1.216,-11.41
-389.771,-380.861,-1.868,1.226,-11.411
-389.743,-380.859,-1.835,1.212,-11.411
-389.726,-380.855,-1.881,1.192,-11.411
-389.714,-380.853,-1.893,1.193,-11.411
-389.708,-380.853,-1.893,1.19,-11.411
-389.689,-380.85,-1.877,1.182,-11.411
-389.679,-380.848,-1.888,1.179,-11.412
-389.663,-380.844,-1.951,1.172,-11.412
-389.651,-380.841,-1.963,1.167,-11.412
-389.638,-380.839,-1.975,1.172,-11.412
-389.626,-380.836,-1.986,1.153,-11.412
-389.604,-380.836,-1.997,1.137,-11.413
-389.577,-380.833,-2.026,1.129,-11.413
-389.546,-380.831,-2.049,1.115,-11.414
-389.528,-380.83,-2.066,1.101,-11.414
-389.511,-380.826,-2.184,1.081,-11.415
-389.502,-380.823,-2.224,1.06,-11.415
-389.474,-380.817,-2.309,0.952,-11.416
-389.456,-380.812,-2.388,0.986,-11.416
-389.438,-380.811,-2.461,0.953,-11.417
-389.422,-380.811,-2.527,0.946,-11.418
-389.416,-380.81,-2.578,0.916,-11.418
-389.406,-380.808,-2.695,0.889,-11.419
-389.395,-380.803,-2.92,0.828,-11.42
-389.364,-380.799,-3.227,0.924,-11.421
-389.346,-380.799,-3.283,0.829,-11.421
-389.33,-380.801,-3.456,0.835,-11.421
-389.319,-380.8,-3.613,0.904,-11.422
-389.297,-380.802,-3.769,0.907,-11.423
-389.274,-380.805,-3.958,0.867,-11.424
-389.266,-380.801,-4.177,0.823,-11.424
-389.258,-380.792,-4.558,0.895,-11.425
-389.25,-380.784,-4.76,0.908,-11.426
-389.234,-380.779,-4.978,0.868,-11.427
-389.217,-380.779,-5.09,0.821,-11.427
-389.199,-380.778,-5.342,0.818,-11.428
-389.188,-380.772,-5.521,0.866,-11.428
-389.177,-380.771,-5.667,0.802,-11.429
-389.172,-380.771,-5.762,0.788,-11.429
-389.158,-380.768,-5.941,0.84,-11.43
-389.144,-380.77,-6.07,0.72,-11.43
-389.118,-380.764,-6.344,0.817,-11.431
-389.104,-380.764,-6.456,0.852,-11.431
-389.078,-380.763,-6.635,0.851,-11.431
-389.056,-380.761,-6.719,0.892,-11.432
-389.02,-380.76,-6.815,0.903,-11.432
-388.992,-380.762,-6.95,0.906,-11.432
-388.958,-380.762,-7.04,0.924,-11.432
-388.926,-380.764,-7.034,0.945,-11.431
-388.907,-380.765,-6.995,0.982,-11.43
-388.902,-380.766,-6.934,1.1,-11.43
-388.899,-380.768,-6.85,1.143,-11.429
-388.895,-380.767,-6.782,1.205,-11.428
-388.877,-380.772,-6.643,1.259,-11.428
-388.861,-380.779,-6.548,1.295,-11.428
-388.839,-380.788,-6.442,1.299,-11.428
-388.818,-380.793,-6.425,1.342,-11.427
-388.771,-380.803,-6.347,1.311,-11.425
-388.728,-380.812,-6.043,1.335,-11.425
-388.719,-380.816,-5.936,1.503,-11.424
-388.698,-380.823,-5.497,1.498,-11.424
-388.683,-380.835,-5.277,1.437,-11.423
-388.662,-380.844,-5.068,1.602,-11.422
-388.655,-380.847,-4.938,1.553,-11.421
-388.652,-380.849,-4.701,1.586,-11.421
-388.643,-380.855,-4.312,1.544,-11.42
-388.63,-380.858,-4.137,1.572,-11.42
-388.618,-380.855,-3.979,1.6,-11.42
-388.617,-380.85,-3.912,1.596,-11.419
-388.616,-380.856,-3.855,1.601,-11.419
-388.616,-380.859,-3.798,1.61,-11.419
-388.618,-380.859,-3.714,1.594,-11.419
-388.624,-380.857,-3.697,1.588,-11.42
-388.649,-380.854,-3.71,1.569,-11.419
-388.689,-380.854,-3.727,1.577,-11.42
-388.701,-380.855,-3.727,1.57,-11.42
-388.7,-380.855,-3.727,1.528,-11.42
-388.694,-380.857,-3.744,1.53,-11.42
-388.691,-380.86,-3.743,1.511,-11.42
-388.69,-380.86,-3.771,1.453,-11.42
-388.69,-380.86,-3.799,1.459,-11.42
-388.701,-380.858,-3.811,1.465,-11.42
-388.734,-380.86,-3.845,1.485,-11.42
-388.776,-380.862,-3.851,1.481,-11.42
-388.877,-380.861,-3.841,1.455,-11.42
-388.962,-380.856,-3.837,1.409,-11.421
-389.055,-380.851,-3.85,1.324,-11.421
-389.184,-380.838,-3.959,1.263,-11.423
-389.331,-380.819,-4.153,1.194,-11.424
-389.435,-380.802,-4.424,0.839,-11.424
-389.518,-380.787,-4.76,0.964,-11.425
-389.604,-380.772,-5.18,0.932,-11.426
-389.737,-380.731,-5.815,0.995,-11.427
-389.82,-380.704,-6.053,0.918,-11.427
-389.901,-380.688,-6.28,0.81,-11.428
-389.987,-380.676,-6.568,0.785,-11.428
-390.136,-380.66,-7.1,0.838,-11.428
-390.282,-380.639,-7.369,0.789,-11.429
-390.328,-380.63,-7.456,0.561,-11.429
-390.447,-380.609,-7.803,0.689,-11.428
-390.534,-380.589,-8.121,0.695,-11.428
-390.708,-380.55,-8.617,0.853,-11.428
-390.873,-380.522,-8.679,0.826,-11.426
-390.953,-380.513,-8.645,0.743,-11.425
-391.034,-380.5,-8.654,0.811,-11.424
-391.071,-380.493,-8.642,0.844,-11.423
-391.138,-380.48,-8.612,0,-11.422
-391.232,-380.465,-8.478,0.939,-11.421
-391.327,-380.456,-8.291,0.975,-11.42
-391.436,-380.443,-8.23,1.026,-11.418
-391.502,-380.434,-8.202,1.093,-11.417
-391.561,-380.421,-8.018,1.197,-11.416
-391.614,-380.415,-7.676,1.14,-11.415
-391.741,-380.41,-7.31,1.097,-11.414
-391.772,-380.408,-7.327,1.162,-11.413
-391.865,-380.399,-7.312,1.232,-11.412
-391.911,-380.4,-7.276,1.271,-11.412
-391.952,-380.418,-7.149,1.22,-11.412
-391.975,-380.441,-6.988,1.182,-11.411
-391.979,-380.453,-6.934,1.195,-11.411
-391.975,-380.458,-6.913,1.26,-11.411
-391.969,-380.463,-6.897,1.254,-11.411
-391.967,-380.464,-6.892,1.274,-11.41
-391.961,-380.476,-6.777,1.248,-11.41
-391.966,-380.489,-6.684,1.24,-11.41
-391.983,-380.508,-6.559,1.207,-11.41
-391.985,-380.514,-6.554,1.193,-11.41
-391.983,-380.521,-6.538,1.189,-11.41
-391.973,-380.527,-6.505,1.188,-11.41
-391.968,-380.53,-6.483,1.196,-11.41
-391.969,-380.534,-6.45,1.2,-11.41
-391.969,-380.537,-6.423,1.196,-11.41
-391.969,-380.544,-6.39,1.192,-11.41
-391.959,-380.55,-6.368,1.192,-11.41
-391.914,-380.562,-6.352,1.202,-11.41
