x (nm),y (nm),zpen (mm),Force (N),zafm (nm)
10.548,-47.233,29.231,0.007,2.472
10.546,-47.22,29.104,0.013,2.47
10.549,-47.212,29.014,0.006,2.474
10.551,-47.215,29.012,-0.005,2.473
10.548,-47.222,29.074,-0.004,2.473
10.546,-47.221,29.074,0,2.471
10.541,-47.22,29.074,0,2.474
10.537,-47.219,29.074,0,2.472
10.529,-47.218,29.073,-0.001,2.474
10.519,-47.217,29.064,0.003,2.471
10.515,-47.224,29.127,-0.008,2.472
10.512,-47.234,29.246,-0.013,2.471
10.508,-47.24,29.332,-0.011,2.474
10.502,-47.244,29.373,0.001,2.472
10.495,-47.242,29.373,0,2.472
10.488,-47.242,29.372,-0.001,2.474
10.484,-47.244,29.377,-0.001,2.471
10.479,-47.251,29.432,-0.006,2.472
10.479,-47.255,29.474,-0.004,2.474
10.477,-47.26,29.502,-0.001,2.472
10.476,-47.261,29.448,0.007,2.472
10.476,-47.261,29.426,0.005,2.473
10.471,-47.263,29.371,0.002,2.473
10.467,-47.261,29.312,0.004,2.474
10.463,-47.256,29.254,0.006,2.475
10.449,-47.249,29.084,0,2.474
10.432,-47.243,28.905,0.019,2.472
10.405,-47.243,28.517,0.011,2.474
10.402,-47.242,28.435,0.009,2.471
10.403,-47.237,28.274,0.017,2.473
10.405,-47.234,28.059,0.026,2.473
10.407,-47.234,27.82,0.022,2.473
10.408,-47.234,27.677,0.021,2.474
10.41,-47.232,27.537,0.011,2.472
10.411,-47.226,27.438,0.012,2.472
10.413,-47.219,27.362,0.011,2.472
10.414,-47.214,27.284,0.008,2.475
10.415,-47.217,27.296,-0.006,2.471
10.414,-47.225,27.364,-0.008,2.474
10.414,-47.235,27.431,-0.004,2.474
10.414,-47.241,27.388,0.006,2.473
10.412,-47.25,27.23,0.008,2.469
10.411,-47.257,27.178,0.002,2.474
10.409,-47.265,27.202,-0.004,2.472
10.407,-47.273,27.277,-0.007,2.473
10.406,-47.276,27.236,0.008,2.474
10.405,-47.277,27.107,0.011,2.473
10.405,-47.278,27.016,0.007,2.475
10.404,-47.278,27.008,0,2.472
10.405,-47.278,27.016,0,2.474
10.404,-47.273,26.952,0.006,2.472
10.403,-47.272,26.9,0.002,2.47
10.402,-47.276,26.866,0.001,2.474
10.402,-47.279,26.84,0.003,2.471
10.4,-47.283,26.798,0.005,2.472
10.398,-47.286,26.743,0.008,2.477
10.394,-47.29,26.67,0.007,2.471
10.392,-47.294,26.613,0.003,2.472
10.391,-47.296,26.58,0.003,2.473
10.391,-47.297,26.572,0,2.474
10.391,-47.297,26.564,0,2.473
10.389,-47.296,26.549,0.001,2.472
10.39,-47.296,26.557,-0.002,2.472
10.39,-47.296,26.557,0,2.473
10.389,-47.296,26.557,0,2.472
10.389,-47.296,26.557,0,2.472
10.389,-47.296,26.564,0,2.472
10.389,-47.297,26.556,0,2.473
10.388,-47.299,26.576,-0.001,2.474
10.388,-47.301,26.59,0,2.473
10.388,-47.301,26.59,0,2.475
10.388,-47.301,26.582,0.001,2.474
10.388,-47.301,26.582,0,2.473
10.389,-47.302,26.582,0,2.473
10.388,-47.302,26.582,0,2.472
10.389,-47.301,26.575,0.001,2.473
10.389,-47.301,26.575,0,2.472
10.388,-47.302,26.582,0,2.471
10.389,-47.3,26.583,-0.001,2.475
10.389,-47.3,26.583,0,2.475
10.389,-47.3,26.576,0.003,2.474
10.389,-47.299,26.57,0.002,2.473
10.39,-47.297,26.556,0.001,2.473
10.39,-47.297,26.549,0,2.473
10.39,-47.297,26.549,0,2.473
10.39,-47.297,26.549,0,2.472
10.39,-47.296,26.542,0,2.471
10.391,-47.298,26.556,0,2.471
10.391,-47.298,26.556,0,2.472
10.39,-47.297,26.549,0,2.475
10.39,-47.295,26.536,0.004,2.473
10.391,-47.291,26.502,0,2.474
10.391,-47.291,26.502,0,2.475
10.391,-47.291,26.502,0,2.473
10.391,-47.291,26.502,0,2.472
10.391,-47.292,26.494,0.002,2.473
10.391,-47.292,26.494,0,2.474
10.391,-47.292,26.485,0,2.472
10.39,-47.293,26.477,0.002,2.474
10.39,-47.294,26.461,0.004,2.473
10.39,-47.295,26.445,0.001,2.474
10.39,-47.297,26.443,0,2.474
10.389,-47.298,26.442,0.003,2.475
10.388,-47.299,26.426,0.001,2.472
10.385,-47.299,26.371,0,2.473
10.386,-47.298,26.365,0.001,2.472
10.386,-47.298,26.365,0,2.472
10.386,-47.298,26.365,0,2.473
10.384,-47.296,26.351,0.002,2.476
10.382,-47.294,26.27,0.009,2.47
10.382,-47.292,26.15,0.007,2.474
10.38,-47.292,26.089,0.001,2.473
10.376,-47.292,26.073,0.001,2.475
10.371,-47.29,25.983,0.008,2.472
10.371,-47.289,25.915,0.008,2.471
10.37,-47.291,25.906,-0.002,2.473
10.369,-47.289,25.877,0.006,2.475
10.366,-47.289,25.823,0.003,2.474
10.366,-47.29,25.815,0,2.474
10.367,-47.29,25.815,0,2.472
10.367,-47.291,25.822,0,2.474
10.366,-47.291,25.822,0,2.473
10.366,-47.291,25.822,0,2.474
10.366,-47.291,25.798,0.001,2.471
10.366,-47.29,25.777,0,2.474
10.366,-47.29,25.732,0.002,2.472
10.366,-47.289,25.717,0.002,2.474
10.366,-47.29,25.709,0.004,2.472
10.365,-47.29,25.671,0.004,2.474
10.365,-47.289,25.641,0.001,2.472
10.365,-47.29,25.61,0.002,2.473
10.365,-47.29,25.595,0.005,2.473
10.365,-47.291,25.578,0.004,2.475
10.365,-47.292,25.562,0.003,2.472
10.364,-47.295,25.559,0.001,2.471
10.364,-47.297,25.534,0.001,2.472
10.363,-47.3,25.493,0.005,2.475
10.362,-47.303,25.452,0.004,2.473
10.362,-47.305,25.419,0.002,2.476
10.361,-47.31,25.36,0.004,2.474
10.36,-47.313,25.318,0.003,2.471
10.36,-47.314,25.31,0.002,2.475
10.362,-47.318,25.275,0.002,2.474
10.362,-47.321,25.211,0.004,2.471
10.362,-47.325,25.161,0.003,2.473
10.366,-47.328,25.145,0,2.473
10.368,-47.328,25.145,0,2.473
10.371,-47.329,25.145,0,2.473
10.373,-47.33,25.145,0,2.472
10.374,-47.33,25.145,0,2.474
10.375,-47.33,25.145,0,2.472
10.377,-47.33,25.153,-0.001,2.473
10.379,-47.331,25.153,0,2.475
10.384,-47.331,25.154,0,2.473
10.39,-47.333,25.154,0,2.473
10.394,-47.333,25.163,0,2.473
10.399,-47.335,25.163,0,2.472
10.404,-47.336,25.163,0,2.473
10.408,-47.337,25.163,0,2.474
10.414,-47.338,25.171,0,2.474
10.421,-47.339,25.188,-0.001,2.474
10.427,-47.34,25.196,0,2.472
10.439,-47.343,25.204,0,2.472
10.447,-47.345,25.212,0,2.473
10.456,-47.346,25.237,-0.003,2.473
10.464,-47.346,25.262,-0.004,2.473
10.473,-47.348,25.279,0,2.474
10.481,-47.349,25.28,0,2.474
10.485,-47.349,25.273,0.001,2.473
10.489,-47.346,25.24,0.004,2.473
10.492,-47.345,25.212,0.003,2.473
10.495,-47.344,25.198,0.001,2.477
10.498,-47.344,25.207,-0.001,2.473
10.504,-47.345,25.215,-0.001,2.473
10.506,-47.344,25.202,0.002,2.473
10.507,-47.341,25.175,0.002,2.474
10.508,-47.34,25.162,0.002,2.472
10.508,-47.339,25.147,0,2.473
10.507,-47.34,25.153,-0.002,2.472
10.506,-47.342,25.158,0,2.473
10.506,-47.342,25.158,0,2.474
10.506,-47.342,25.158,0,2.472
10.506,-47.342,25.158,0,2.475
10.506,-47.342,25.158,0,2.475
10.506,-47.342,25.158,0,2.475
10.506,-47.343,25.15,0,2.473
10.505,-47.344,25.134,0.002,2.474
10.504,-47.344,25.125,0,2.475
10.505,-47.344,25.125,0,2.471
10.504,-47.345,25.117,0,2.473
10.504,-47.345,25.117,0,2.472
10.504,-47.344,25.117,0,2.474
10.503,-47.346,25.1,0.001,2.474
10.503,-47.345,25.086,0,2.474
10.503,-47.346,25.077,0,2.472
10.503,-47.346,25.077,0,2.475
10.503,-47.346,25.069,0,2.473
10.5,-47.348,25.036,0.002,2.474
10.497,-47.349,25.011,0.004,2.473
10.496,-47.35,24.986,0.002,2.474
10.496,-47.35,24.986,0,2.474
10.495,-47.351,24.978,0,2.473
10.494,-47.353,24.945,0.006,2.473
10.486,-47.36,24.812,0.011,2.473
10.48,-47.367,24.681,0.017,2.473
10.472,-47.373,24.54,0.017,2.472
10.464,-47.377,24.397,0,2.472
10.446,-47.378,24.053,0.012,2.474
10.44,-47.38,23.994,0,2.471
10.436,-47.38,23.992,0,2.472
10.434,-47.378,23.979,0.003,2.474
10.434,-47.377,23.958,0.003,2.472
10.435,-47.374,23.931,0.004,2.472
10.435,-47.372,23.903,0.002,2.474
10.435,-47.372,23.903,0,2.473
10.431,-47.373,23.878,0.004,2.472
10.424,-47.375,23.804,0.008,2.473
10.42,-47.373,23.682,0.013,2.473
10.418,-47.369,23.549,0.008,2.471
10.416,-47.368,23.519,0.005,2.473
10.404,-47.369,23.353,0.014,2.473
10.402,-47.368,23.284,0.016,2.472
10.397,-47.366,23.086,0.013,2.472
10.394,-47.365,23.002,0.003,2.474
10.392,-47.365,22.985,0,2.472
10.39,-47.364,22.955,0.004,2.473
10.39,-47.363,22.904,0.008,2.472
10.39,-47.361,22.846,0.006,2.472
10.39,-47.361,22.761,0.005,2.474
10.391,-47.359,22.726,0.001,2.471
10.391,-47.358,22.705,0.001,2.473
10.391,-47.358,22.705,0,2.471
10.391,-47.358,22.705,0,2.472
10.392,-47.356,22.692,0.002,2.473
10.392,-47.355,22.632,0.007,2.471
10.392,-47.356,22.623,0,2.474
10.392,-47.355,22.617,0,2.472
10.392,-47.354,22.611,0.002,2.472
10.392,-47.354,22.604,0,2.472
10.392,-47.354,22.604,0,2.473
10.393,-47.354,22.604,-0.002,2.473
10.393,-47.355,22.602,-0.002,2.472
10.393,-47.356,22.594,0,2.472
10.393,-47.356,22.594,0,2.472
10.393,-47.356,22.594,0,2.472
10.393,-47.356,22.594,0,2.473
10.393,-47.355,22.587,0,2.473
10.393,-47.357,22.577,0.002,2.472
10.393,-47.358,22.559,0.004,2.471
10.393,-47.359,22.551,0.002,2.473
10.393,-47.36,22.557,0,2.473
10.393,-47.359,22.566,-0.002,2.471
10.393,-47.359,22.566,0,2.472
10.393,-47.359,22.566,0,2.474
10.394,-47.358,22.559,0,2.47
10.394,-47.358,22.553,0,2.471
10.394,-47.358,22.559,-0.003,2.471
10.393,-47.36,22.572,-0.002,2.474
10.393,-47.361,22.579,0,2.472
10.393,-47.361,22.579,0,2.474
10.393,-47.362,22.585,0,2.47
10.392,-47.363,22.583,0.003,2.472
10.392,-47.364,22.59,-0.001,2.473
10.392,-47.364,22.59,0,2.473
10.391,-47.366,22.601,0.004,2.473
10.391,-47.366,22.601,0,2.469
10.391,-47.367,22.592,0,2.471
10.391,-47.367,22.592,0,2.472
10.391,-47.367,22.592,0,2.473
10.391,-47.367,22.592,0,2.473
10.391,-47.367,22.592,0,2.473
10.391,-47.367,22.592,0,2.471
10.391,-47.368,22.575,0.002,2.472
10.39,-47.37,22.58,0.001,2.473
10.39,-47.37,22.58,0,2.47
10.39,-47.371,22.586,0,2.47
10.39,-47.372,22.578,0.002,2.474
10.39,-47.372,22.554,0.003,2.472
10.389,-47.373,22.513,0.004,2.471
10.388,-47.375,22.473,0.003,2.474
10.388,-47.374,22.434,0.005,2.471
10.387,-47.374,22.389,0.005,2.472
10.388,-47.372,22.338,0.003,2.471
10.388,-47.371,22.316,0,2.47
10.389,-47.368,22.261,0.006,2.473
10.389,-47.359,22.021,0.017,2.473
10.386,-47.355,21.827,0.024,2.473
10.373,-47.347,21.297,0.036,2.471
10.357,-47.338,20.774,0.034,2.472
10.346,-47.332,20.412,0.041,2.472
10.337,-47.323,20.016,0.048,2.472
10.325,-47.306,19.075,0.061,2.471
10.314,-47.287,18.041,0.068,2.471
10.302,-47.272,16.999,0.086,2.473
10.289,-47.263,15.951,0.101,2.472
10.271,-47.253,14.631,0.096,2.473
10.257,-47.245,13.687,0.092,2.472
10.239,-47.234,12.573,0.083,2.475
10.22,-47.221,11.248,0.084,2.472
10.211,-47.195,9.37,0.087,2.47
10.198,-47.186,8.057,0.066,2.472
10.187,-47.189,7.413,0.06,2.472
10.17,-47.19,6.512,0.058,2.469
10.157,-47.192,5.778,0.055,2.471
10.15,-47.192,5.284,0.049,2.472
10.145,-47.192,4.742,0.04,2.473
10.13,-47.196,3.697,0.06,2.474
10.125,-47.201,2.625,0.052,2.472
10.123,-47.208,2.065,0.028,2.473
10.117,-47.217,1.587,0.028,2.474
10.118,-47.216,1.249,0.032,2.472
10.117,-47.219,0.994,0.065,2.472
10.117,-47.221,0.929,0.081,2.47
10.116,-47.222,0.937,0.055,2.473
10.119,-47.223,0.962,0.054,2.472
10.119,-47.223,0.948,0.06,2.472
10.119,-47.224,0.927,0.065,2.473
10.12,-47.226,0.936,0.061,2.473
10.121,-47.227,0.94,0.06,2.469
10.125,-47.228,0.94,0.061,2.472
10.125,-47.23,0.9,0.08,2.472
10.124,-47.233,0.825,0.109,2.473
10.127,-47.236,0.785,0.115,2.471
10.129,-47.237,0.774,0.12,2.472
10.129,-47.24,0.665,0.167,2.47
10.132,-47.239,0.602,0.181,2.473
10.133,-47.239,0.588,0.189,2.471
10.134,-47.237,0.53,0.213,2.473
10.134,-47.235,0.394,0.269,2.472
10.136,-47.232,0.161,0.344,2.472
10.136,-47.234,-0.184,0.474,2.472
10.139,-47.232,-0.585,0.622,2.473
10.144,-47.231,-0.774,0.682,2.471
10.153,-47.23,-0.967,0.745,2.473
10.166,-47.23,-1.352,0.895,2.47
10.173,-47.228,-1.747,1.039,2.472
10.171,-47.226,-2.143,1.175,2.472
10.17,-47.223,-2.367,1.24,2.471
10.16,-47.226,-2.763,1.384,2.47
10.155,-47.232,-3.096,1.51,2.47
10.159,-47.232,-3.553,1.669,2.473
10.165,-47.224,-4.008,1.811,2.473
10.162,-47.216,-4.34,1.941,2.472
10.168,-47.204,-4.812,2.105,2.472
10.176,-47.193,-5.057,2.18,2.475
10.185,-47.187,-5.642,2.412,2.472
10.186,-47.179,-6.139,2.585,2.471
10.181,-47.173,-6.567,2.715,2.473
10.18,-47.169,-6.681,2.732,2.472
10.182,-47.17,-6.691,2.732,2.471
10.182,-47.172,-6.659,2.717,2.47
10.182,-47.172,-6.56,2.673,2.472
10.183,-47.173,-6.097,2.468,2.47
10.191,-47.173,-4.326,1.786,2.473
10.201,-47.174,-3.165,1.364,2.474
10.214,-47.19,-1.645,0.833,2.473
10.232,-47.22,-0.297,0.356,2.47
10.247,-47.251,0.917,-0.075,2.471
10.265,-47.279,1.946,-0.109,2.471
10.263,-47.309,3.128,-0.095,2.473
10.246,-47.335,4.057,-0.083,2.471
10.239,-47.358,4.741,-0.086,2.472
10.238,-47.383,5.557,-0.11,2.472
10.232,-47.421,7.095,-0.143,2.47
10.213,-47.464,8.893,-0.084,2.474
10.208,-47.486,9.535,-0.036,2.474
10.207,-47.508,9.985,-0.029,2.472
10.203,-47.521,10.199,-0.022,2.47
10.197,-47.54,10.332,-0.012,2.47
10.188,-47.566,10.478,-0.014,2.471
10.178,-47.606,10.557,0.001,2.472
10.179,-47.651,10.578,-0.006,2.474
10.187,-47.686,10.692,-0.018,2.472
10.194,-47.725,10.908,-0.03,2.474
10.197,-47.78,11.339,-0.023,2.473
10.197,-47.819,11.451,0,2.473
10.199,-47.875,11.455,-0.006,2.472
10.214,-47.937,11.563,-0.012,2.473
10.224,-47.999,11.712,-0.017,2.469
10.248,-48.086,11.879,-0.002,2.471
10.259,-48.133,11.981,-0.014,2.475
10.262,-48.177,12.105,-0.017,2.471
10.259,-48.223,12.265,-0.015,2.474
10.255,-48.266,12.45,-0.018,2.473
10.239,-48.32,12.683,-0.017,2.472
10.217,-48.373,12.864,-0.006,2.473
10.206,-48.403,12.838,0.012,2.472
10.201,-48.422,12.862,0.012,2.471
10.193,-48.451,13.054,-0.008,2.473
10.191,-48.464,13.172,-0.011,2.472
10.187,-48.475,13.304,-0.012,2.471
10.183,-48.482,13.391,-0.004,2.471
10.177,-48.487,13.43,-0.005,2.473
10.162,-48.495,13.526,-0.007,2.473
10.156,-48.499,13.575,-0.012,2.474
10.136,-48.509,13.727,-0.013,2.471
10.121,-48.514,13.84,-0.012,2.474
10.096,-48.519,13.974,-0.008,2.472
10.081,-48.516,14.015,-0.005,2.47
10.067,-48.504,13.989,0.008,2.472
10.057,-48.492,13.92,0.005,2.472
10.047,-48.488,13.94,-0.009,2.472
10.043,-48.49,14.02,-0.017,2.473
10.023,-48.496,14.459,-0.032,2.472
9.997,-48.498,14.823,-0.028,2.473
9.978,-48.498,15.113,-0.026,2.472
9.967,-48.497,15.385,-0.034,2.473
9.953,-48.5,16.119,-0.069,2.471
9.944,-48.496,16.772,-0.081,2.475
9.932,-48.478,17.598,-0.051,2.471
9.915,-48.467,18.035,-0.035,2.472
9.901,-48.471,18.349,-0.045,2.473
9.894,-48.486,18.853,-0.064,2.473
9.898,-48.507,19.594,-0.079,2.471
9.903,-48.52,20.172,-0.083,2.473
9.907,-48.539,21.127,-0.042,2.469
9.907,-48.544,21.377,-0.021,2.473
9.909,-48.549,21.576,-0.016,2.474
9.916,-48.549,21.632,0.001,2.472
9.926,-48.548,21.478,0.022,2.473
9.932,-48.555,21.257,0.026,2.472
9.933,-48.583,20.754,0.033,2.473
9.933,-48.626,20.394,0.03,2.471
9.938,-48.672,20.074,0,2.474
9.943,-48.725,19.725,0.038,2.47
9.949,-48.773,19.47,0.029,2.471
9.954,-48.84,19.23,0.02,2.474
9.945,-48.973,19.221,-0.006,2.471
9.929,-49.035,19.312,-0.011,2.474
9.911,-49.096,19.409,-0.005,2.475
9.902,-49.121,19.413,0,2.472
9.873,-49.185,19.331,0.006,2.472
9.855,-49.217,19.37,-0.007,2.472
9.846,-49.246,19.427,-0.005,2.47
9.841,-49.295,19.612,-0.017,2.473
9.842,-49.327,19.807,-0.021,2.47
9.842,-49.368,20.251,-0.029,2.475
9.841,-49.396,20.484,-0.017,2.47
9.845,-49.428,20.578,0,2.474
9.849,-49.472,20.45,0.014,2.472
9.848,-49.499,20.137,0.034,2.472
9.846,-49.512,19.783,0.033,2.472
9.85,-49.522,19.513,0.024,2.475
9.86,-49.53,19.319,0.02,2.471
9.876,-49.538,19.146,0.018,2.473
9.896,-49.541,19.001,0.007,2.472
9.907,-49.539,19,-0.005,2.472
9.908,-49.541,19.106,-0.018,2.474
9.905,-49.545,19.255,-0.014,2.474
9.902,-49.555,19.505,-0.022,2.472
9.901,-49.562,19.644,-0.011,2.474
9.9,-49.565,19.718,-0.004,2.471
9.902,-49.567,19.716,0,2.473
9.907,-49.565,19.661,0.006,2.473
9.924,-49.567,19.626,0,2.474
9.932,-49.57,19.644,-0.003,2.471
9.928,-49.573,19.619,0.006,2.472
9.921,-49.573,19.497,0.016,2.473
9.918,-49.57,19.402,0.017,2.474
9.918,-49.562,19.146,0.021,2.472
9.924,-49.556,19.069,0.009,2.472
9.933,-49.547,19.018,0.007,2.472
9.94,-49.539,18.816,0.017,2.474
9.95,-49.534,18.562,0.011,2.473
9.956,-49.532,18.508,0.011,2.472
9.981,-49.529,18.445,0,2.473
9.996,-49.524,18.44,0.003,2.472
10.003,-49.519,18.372,0.009,2.469
10.006,-49.512,18.267,0.012,2.475
10.01,-49.505,18.132,0.008,2.471
10.013,-49.503,18.097,0.003,2.472
10.013,-49.501,18.033,0.012,2.473
10.019,-49.492,17.883,0.009,2.475
10.037,-49.485,17.766,0.001,2.471
10.047,-49.483,17.753,-0.002,2.474
10.052,-49.488,17.757,0.001,2.472
10.055,-49.49,17.725,0.005,2.471
10.059,-49.492,17.734,0,2.473
10.061,-49.505,17.86,-0.011,2.473
10.058,-49.526,17.972,-0.006,2.473
10.052,-49.546,17.937,0.008,2.474
10.048,-49.564,17.797,0.018,2.475
10.044,-49.589,17.586,0.014,2.474
10.042,-49.616,17.51,0.003,2.471
10.038,-49.63,17.455,0.007,2.472
10.034,-49.644,17.192,0.015,2.472
10.032,-49.655,17.021,0.014,2.472
10.032,-49.664,16.907,0.009,2.474
10.028,-49.68,16.627,0.014,2.471
10.026,-49.687,16.505,0.007,2.471
10.027,-49.688,16.484,0.005,2.474
10.03,-49.691,16.49,-0.001,2.472
10.031,-49.697,16.418,0.011,2.47
10.031,-49.705,16.325,0.016,2.472
10.028,-49.718,16.181,0.009,2.475
10.028,-49.729,16.089,0.006,2.474
10.028,-49.731,16.056,0.001,2.471
10.031,-49.732,16.056,0,2.473
10.034,-49.732,16.047,0,2.472
10.04,-49.733,16.039,0,2.47
10.049,-49.733,16.071,-0.001,2.474
10.051,-49.734,16.06,0,2.473
10.051,-49.734,15.991,0.008,2.473
10.05,-49.733,15.901,0.011,2.474
10.05,-49.735,15.777,0.001,2.473
10.05,-49.737,15.774,0,2.473
10.051,-49.738,15.783,0,2.471
10.05,-49.74,15.779,0.004,2.472
10.049,-49.743,15.763,0,2.472
10.048,-49.747,15.765,-0.002,2.472
10.047,-49.756,15.828,-0.009,2.474
10.046,-49.765,15.922,-0.011,2.474
10.045,-49.775,16.016,-0.007,2.473
10.046,-49.778,16.051,0,2.473
10.046,-49.778,16.051,0,2.473
10.047,-49.778,16.07,-0.006,2.473
10.046,-49.781,16.106,-0.005,2.475
10.045,-49.784,16.149,-0.003,2.472
10.044,-49.788,16.173,0,2.474
10.043,-49.791,16.217,-0.006,2.471
10.042,-49.793,16.244,-0.003,2.469
10.043,-49.795,16.261,-0.003,2.473
10.042,-49.799,16.294,0,2.472
10.04,-49.805,16.283,0.004,2.471
10.038,-49.806,16.259,0.002,2.475
10.039,-49.807,16.248,0.001,2.474
10.038,-49.808,16.266,-0.004,2.474
10.042,-49.815,16.336,-0.004,2.473
10.042,-49.819,16.4,-0.006,2.472
10.039,-49.822,16.444,-0.002,2.471
10.038,-49.822,16.444,0,2.473
10.037,-49.822,16.403,0.004,2.472
10.036,-49.823,16.37,0.002,2.472
10.036,-49.827,16.332,0,2.474
10.036,-49.829,16.35,-0.003,2.473
10.037,-49.829,16.35,0,2.474
10.037,-49.829,16.33,0,2.471
10.037,-49.828,16.321,0,2.474
10.037,-49.827,16.313,0.004,2.472
10.037,-49.827,16.262,0.01,2.473
10.038,-49.827,16.222,0.001,2.47
10.038,-49.825,16.165,0.004,2.472
10.039,-49.823,16.128,0.003,2.472
10.039,-49.822,16.09,0.005,2.473
10.039,-49.821,16.081,0,2.475
10.04,-49.82,16.053,0.005,2.47
10.039,-49.821,16.011,0.011,2.474
10.039,-49.823,15.967,0.007,2.472
10.039,-49.824,15.894,0.009,2.474
10.039,-49.822,15.877,0,2.471
10.039,-49.821,15.868,0,2.472
10.039,-49.821,15.817,0.006,2.47
10.038,-49.821,15.727,0.001,2.474
10.038,-49.82,15.718,0.002,2.473
10.038,-49.818,15.701,0,2.472
10.039,-49.817,15.664,0.004,2.473
10.04,-49.817,15.664,0,2.474
10.04,-49.817,15.644,0,2.473
10.04,-49.817,15.633,0.003,2.47
10.04,-49.817,15.582,0.004,2.472
10.039,-49.818,15.529,0.006,2.474
10.039,-49.818,15.49,0.005,2.47
10.04,-49.813,15.387,0.009,2.472
10.04,-49.812,15.318,0.005,2.474
10.04,-49.812,15.299,0,2.471
10.039,-49.812,15.288,0.003,2.474
10.041,-49.809,15.213,0.008,2.473
10.041,-49.806,15.117,0.007,2.471
10.041,-49.808,15.084,0.001,2.47
10.041,-49.808,15.053,0.003,2.469
10.04,-49.81,14.998,0.007,2.472
10.039,-49.815,14.876,0.009,2.472
10.039,-49.817,14.821,0.003,2.474
10.038,-49.818,14.799,0.001,2.473
10.038,-49.82,14.766,0.003,2.471
10.037,-49.822,14.699,0.007,2.471
10.037,-49.823,14.657,0,2.472
10.038,-49.824,14.666,-0.001,2.473
10.038,-49.824,14.666,0,2.473
10.038,-49.824,14.655,0.002,2.471
10.037,-49.825,14.633,0.001,2.472
10.037,-49.827,14.6,0.003,2.472
10.037,-49.828,14.555,0.004,2.472
10.036,-49.825,14.388,0.016,2.474
10.035,-49.823,14.281,0.013,2.473
10.035,-49.824,14.208,0.004,2.473
10.036,-49.826,14.194,0,2.471
10.036,-49.826,14.183,0,2.471
10.036,-49.827,14.152,0.002,2.473
10.036,-49.826,14.143,0,2.472
10.037,-49.826,14.143,0,2.473
10.037,-49.826,14.143,0,2.472
10.037,-49.826,14.124,0.001,2.472
10.038,-49.824,14.087,0.002,2.471
10.038,-49.823,14.049,0,2.474
10.038,-49.823,14.019,0.004,2.473
10.038,-49.823,13.957,0.005,2.472
10.038,-49.823,13.886,0.01,2.472
10.038,-49.823,13.867,0,2.473
10.038,-49.823,13.855,0,2.471
10.038,-49.823,13.844,0.001,2.471
10.038,-49.823,13.816,0.003,2.471
10.038,-49.822,13.776,0.001,2.474
10.038,-49.824,13.721,0.005,2.472
10.038,-49.825,13.648,0.009,2.473
10.038,-49.824,13.538,0.013,2.474
10.039,-49.821,13.402,0.012,2.47
10.036,-49.82,13.281,0.014,2.473
10.033,-49.821,13.135,0.007,2.471
10.032,-49.824,13.068,0.005,2.471
10.032,-49.824,13.057,0,2.474
10.032,-49.825,13.035,0.006,2.472
10.031,-49.826,12.981,0.002,2.471
10.031,-49.826,12.919,0.003,2.474
10.032,-49.825,12.891,0.003,2.472
10.033,-49.821,12.668,0.018,2.47
10.032,-49.82,12.456,0.02,2.474
10.031,-49.819,12.293,0.017,2.471
10.029,-49.818,12.163,0.016,2.474
10.023,-49.814,11.862,0.024,2.473
10.019,-49.811,11.633,0.018,2.469
10.018,-49.802,11.244,0.022,2.474
10.022,-49.798,11.092,0.012,2.471
10.021,-49.799,11.039,0.004,2.472
10.019,-49.801,10.85,0.014,2.473
10.018,-49.8,10.566,0.027,2.474
10.017,-49.8,10.392,0.01,2.473
10.016,-49.802,10.327,0.005,2.473
10.016,-49.804,10.372,-0.001,2.472
10.019,-49.806,10.38,0,2.47
10.021,-49.806,10.392,-0.004,2.473
10.021,-49.808,10.468,-0.008,2.472
10.02,-49.81,10.484,0,2.472
10.02,-49.811,10.462,0.001,2.473
10.022,-49.811,10.493,-0.004,2.471
10.022,-49.811,10.473,0.005,2.474
10.022,-49.81,10.434,0.002,2.474
10.022,-49.811,10.431,-0.001,2.472
10.022,-49.811,10.451,-0.003,2.472
10.021,-49.813,10.417,0.004,2.473
10.021,-49.815,10.341,0.006,2.473
10.02,-49.818,10.231,0.011,2.474
10.019,-49.82,10.143,0.01,2.472
10.017,-49.825,9.926,0.018,2.472
10.016,-49.831,9.666,0.025,2.474
10.015,-49.833,9.312,0.021,2.473
10.016,-49.837,8.894,0.04,2.472
10.011,-49.85,8.283,0.054,2.474
10.006,-49.862,7.878,0.053,2.472
9.998,-49.878,7.337,0.048,2.472
9.991,-49.889,6.622,0.045,2.472
9.988,-49.889,6.143,0.038,2.471
9.986,-49.888,5.699,0.032,2.474
9.985,-49.889,5.353,0.037,2.473
9.984,-49.893,4.926,0.044,2.473
9.98,-49.898,4.409,0.051,2.472
9.972,-49.906,3.601,0.019,2.474
9.97,-49.907,3.396,0.012,2.473
9.967,-49.907,3.207,0.05,2.474
9.965,-49.909,2.833,0.043,2.472
9.965,-49.911,2.359,0.049,2.472
9.965,-49.912,2.094,0.045,2.472
9.964,-49.912,1.62,0.048,2.471
9.963,-49.914,1.446,0.015,2.473
9.962,-49.914,1.245,0.016,2.471
9.96,-49.915,0.928,0.068,2.473
9.962,-49.913,0.853,0.079,2.474
9.966,-49.916,0.857,0.089,2.471
9.965,-49.92,0.715,0.148,2.474
9.964,-49.926,0.474,0.233,2.471
9.966,-49.929,0.403,0.254,2.473
9.966,-49.932,0.332,0.284,2.471
9.965,-49.937,0.102,0.377,2.474
